BirthDate,Birdcode,Gender,City,HighSchool,Type,Level,Credits,GlobalGrade,Class
28-10-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Décimo,4,9.4,Excellent
17-04-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Décimo,4,9.4,Excellent
24-04-1991,6,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Décimo,3,9.43,Excellent
31-01-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Décimo,3,9.51,Excellent
31-05-1990,5,HOMBRE,CHONE,INFORMATICA,Particular,Décimo,4,9.53,Excellent
30-10-1988,5,MUJER,SARAGURO,INFORMATICA,Particular,Décimo,4,9.53,Excellent
15-03-1981,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Décimo,5,9.53,Excellent
25-11-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Décimo,4,9.55,Excellent
23-11-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Décimo,4,9.55,Excellent
10-12-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Décimo,4,9.56,Excellent
23-11-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Décimo,4,9.56,Excellent
27-04-1976,3,MUJER,BOLÍVAR,INFORMATICA,Particular,Décimo,4,9.57,Excellent
17-08-1985,4,HOMBRE,CHONE,INFORMATICA,Particular,Décimo,4,9.6,Excellent
27-02-1987,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Décimo,4,9.6,Excellent
10-02-1986,5,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Décimo,4,9.6,Excellent
23-11-1982,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Décimo,4,9.6,Excellent
01-01-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Décimo,4,9.6,Excellent
05-09-1987,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Décimo,4,9.65,Excellent
30-07-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Décimo,4,9.69,Excellent
21-05-1992,6,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Décimo,5,9.7,Excellent
24-07-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Décimo,3,9.75,Excellent
04-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Décimo,3,9.75,Excellent
18-08-1975,2,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Décimo,3,9.83,Excellent
14-09-1982,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Décimo,4,9.9,Excellent
24-07-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Décimo,3,10,Excellent
24-07-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Décimo,3,10,Excellent
17-03-1991,6,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Décimo,3,10,Excellent
10-12-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Décimo,3,10,Excellent
10-03-1989,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Décimo,3,10,Excellent
25-04-1988,5,MUJER,SARAGURO,SECRETARIADO,Fiscal,Décimo,4,7.29,Acceptable
02-04-1989,5,MUJER,SARAGURO,SECRETARIADO,Fiscal,Décimo,4,7.39,Acceptable
24-06-1990,5,HOMBRE,BOLÍVAR,SECRETARIADO,Fiscal,Décimo,2,7.65,Acceptable
18-05-1989,5,HOMBRE,BOLÍVAR,SECRETARIADO,Fiscal,Décimo,2,7.8,Acceptable
24-02-1990,5,HOMBRE,SARAGURO,TECNICO,Fiscal,Décimo,4,7.7,Acceptable
16-05-1986,5,MUJER,BOLÍVAR,TECNICO,Fiscal,Décimo,4,7.71,Acceptable
24-11-1987,5,MUJER,SARAGURO,TECNICO,Fiscal,Décimo,2,7.81,Acceptable
25-08-1986,5,HOMBRE,BOLÍVAR,TECNICO,Fiscal,Décimo,2,7.84,Acceptable
25-11-1988,5,HOMBRE,BOLÍVAR,TECNICO,Fiscal,Décimo,4,8.17,Good
13-06-1988,5,HOMBRE,YANZAZA,TECNICO,Fiscal,Décimo,4,8.17,Good
15-03-1981,4,MUJER,BOLÍVAR,TECNICO,Fiscal,Décimo,5,9.96,Excellent
31-05-1990,5,HOMBRE,CHONE,TECNICO,Fiscal,Décimo,5,10,Excellent
05-05-1987,5,MUJER,SARAGURO,ADMINISTRACION Y AFINES,Fiscal,Noveno,3,7,Acceptable
06-10-1989,5,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscomisional,Noveno,4,7.51,Acceptable
06-07-1987,5,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Noveno,2,7.93,Acceptable
02-10-1982,4,HOMBRE,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Noveno,2,8.13,Good
23-06-1989,5,HOMBRE,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscomisional,Noveno,4,8.6,Good
06-01-1987,5,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscomisional,Noveno,4,8.66,Good
12-10-1989,5,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscomisional,Noveno,4,8.8,Good
26-03-1987,5,HOMBRE,PORTOVIEJO,ADMINISTRACION Y AFINES,Fiscal,Noveno,4,9.7,Excellent
28-11-1985,4,HOMBRE,CHONE,ADMINISTRACION Y AFINES,Fiscal,Noveno,4,9.7,Excellent
08-11-1979,3,HOMBRE,JUNÍN,ADMINISTRACION Y AFINES,Fiscal,Noveno,4,9.7,Excellent
30-10-1988,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Noveno,4,7,Acceptable
12-04-1988,5,HOMBRE,MANTA,CIENCIAS,Fiscal,Noveno,4,7,Acceptable
10-09-1979,3,HOMBRE,PORTOVIEJO,CIENCIAS,Fiscal,Noveno,4,7,Acceptable
10-07-1987,5,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Noveno,4,7.01,Acceptable
15-03-1986,5,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Noveno,4,7.01,Acceptable
28-10-1989,5,MUJER,SARAGURO,CIENCIAS,Fiscomisional,Noveno,3,7.02,Acceptable
24-07-1991,6,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,3,7.08,Acceptable
02-10-1989,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,3,7.2,Acceptable
26-09-1974,2,MUJER,SARAGURO,CIENCIAS,Fiscal,Noveno,4,7.36,Acceptable
14-11-1990,5,HOMBRE,CHONE,CIENCIAS,Fiscal,Noveno,3,7.45,Acceptable
05-05-1987,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Noveno,3,7.63,Acceptable
21-05-1992,6,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,3,7.99,Acceptable
24-06-1990,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,3,7.99,Acceptable
15-02-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,2,8,Good
02-07-1990,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,3,8,Good
22-04-1989,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,8.01,Good
20-02-1989,5,HOMBRE,CHONE,CIENCIAS,Fiscal,Noveno,2,8.03,Good
16-03-1990,5,MUJER,SARAGURO,CIENCIAS,Particular,Noveno,4,8.03,Good
17-04-1989,5,HOMBRE,CHONE,CIENCIAS,Fiscal,Noveno,4,8.04,Good
30-07-1989,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,8.05,Good
14-02-1988,5,MUJER,BOLÍVAR,CIENCIAS,Fiscomisional,Noveno,2,8.15,Good
24-07-1991,6,MUJER,BOLÍVAR,CIENCIAS,Particular,Noveno,4,8.2,Good
02-07-1990,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,2,8.21,Good
11-11-1991,6,MUJER,SARAGURO,CIENCIAS,Particular,Noveno,4,8.24,Good
12-07-1990,5,MUJER,CHONE,CIENCIAS,Fiscomisional,Noveno,2,8.34,Good
13-08-1990,5,MUJER,BOLÍVAR,CIENCIAS,Fiscomisional,Noveno,4,8.51,Good
15-10-1989,5,MUJER,SARAGURO,CIENCIAS,Fiscomisional,Noveno,4,8.52,Good
04-10-1989,5,MUJER,BOLÍVAR,CIENCIAS,Fiscomisional,Noveno,4,8.53,Good
30-10-1988,5,MUJER,SARAGURO,CIENCIAS,Particular,Noveno,4,8.53,Good
27-04-1976,3,MUJER,BOLÍVAR,CIENCIAS,Particular,Noveno,4,8.53,Good
13-08-1990,5,MUJER,BOLÍVAR,CIENCIAS,Particular,Noveno,4,8.55,Good
15-02-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,2,8.64,Good
24-11-1987,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Noveno,4,8.75,Good
19-03-1990,5,MUJER,SARAGURO,CIENCIAS,Fiscal,Noveno,4,8.81,Good
28-05-1985,4,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,8.88,Good
02-02-1991,6,MUJER,SARAGURO,CIENCIAS,Fiscal,Noveno,4,8.89,Good
10-12-1988,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,8.89,Good
01-11-1990,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,8.9,Good
02-01-1991,6,MUJER,CHONE,CIENCIAS,Fiscomisional,Noveno,4,9,Good
21-10-1982,4,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,9.02,Excellent
21-04-1988,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,9.03,Excellent
02-07-1990,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,9.04,Excellent
12-10-1989,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,9.09,Excellent
07-11-1975,2,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,3,9.12,Excellent
19-03-1990,5,MUJER,SARAGURO,CIENCIAS,Fiscomisional,Noveno,4,9.23,Excellent
15-03-1981,4,MUJER,BOLÍVAR,CIENCIAS,Particular,Noveno,4,9.3,Excellent
30-10-1991,6,MUJER,BOLÍVAR,CIENCIAS,Particular,Noveno,4,9.31,Excellent
24-04-1991,6,HOMBRE,BOLÍVAR,CIENCIAS,Particular,Noveno,4,9.37,Excellent
12-04-1988,5,HOMBRE,MANTA,CIENCIAS,Fiscomisional,Noveno,4,9.38,Excellent
02-02-1991,6,MUJER,SARAGURO,CIENCIAS,Fiscal,Noveno,4,9.43,Excellent
19-07-1987,5,HOMBRE,CHONE,CIENCIAS,Fiscal,Noveno,4,9.5,Excellent
10-12-1988,5,HOMBRE,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,9.5,Excellent
20-10-1983,4,MUJER,QUEVEDO,CIENCIAS,Fiscal,Noveno,4,9.51,Excellent
14-02-1988,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,9.79,Excellent
18-11-1991,6,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Noveno,4,10,Excellent
30-10-1991,6,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,10,Excellent
22-11-1989,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,10,Excellent
28-04-1989,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Noveno,4,10,Excellent
15-02-1989,5,MUJER,JUNÍN,INFORMATICA,Fiscal,Noveno,4,7,Acceptable
10-07-1987,5,HOMBRE,SARAGURO,INFORMATICA,Particular,Noveno,4,7,Acceptable
10-07-1987,5,HOMBRE,SARAGURO,INFORMATICA,Particular,Noveno,4,7,Acceptable
23-11-1982,4,HOMBRE,CHONE,INFORMATICA,Particular,Noveno,4,7,Acceptable
16-03-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,3,7.03,Acceptable
28-10-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,5,7.03,Acceptable
22-06-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,5,7.09,Acceptable
15-03-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,5,7.14,Acceptable
06-01-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,5,7.18,Acceptable
26-09-1974,2,MUJER,SARAGURO,INFORMATICA,Particular,Noveno,3,7.25,Acceptable
14-02-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,5,7.28,Acceptable
23-09-1979,3,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,5,7.3,Acceptable
02-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,5,7.31,Acceptable
06-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,5,7.33,Acceptable
03-09-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,5,7.33,Acceptable
13-10-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,4,7.45,Acceptable
15-07-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,7.47,Acceptable
26-03-1987,5,HOMBRE,PORTOVIEJO,INFORMATICA,Fiscal,Noveno,4,7.5,Acceptable
03-07-1986,5,HOMBRE,SARAGURO,INFORMATICA,Particular,Noveno,4,7.58,Acceptable
01-06-1983,4,HOMBRE,PORTOVIEJO,INFORMATICA,Particular,Noveno,4,7.58,Acceptable
23-10-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Particular,Noveno,4,7.6,Acceptable
02-07-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,3,7.63,Acceptable
28-11-1985,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,7.77,Acceptable
31-05-1982,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,4,7.78,Acceptable
15-07-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,7.8,Acceptable
23-06-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.8,Acceptable
24-06-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.84,Acceptable
25-04-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,2,7.85,Acceptable
12-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,2,7.87,Acceptable
12-02-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.87,Acceptable
30-07-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.87,Acceptable
07-04-1978,3,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,2,7.88,Acceptable
28-12-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.88,Acceptable
24-07-1991,6,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.9,Acceptable
13-06-1988,5,HOMBRE,YANZAZA,INFORMATICA,Fiscal,Noveno,4,7.9,Acceptable
10-03-1983,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,4,7.9,Acceptable
23-06-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.9,Acceptable
29-07-1988,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.95,Acceptable
25-04-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,7.96,Acceptable
29-07-1988,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.97,Acceptable
13-06-1988,5,HOMBRE,YANZAZA,INFORMATICA,Fiscal,Noveno,4,7.97,Acceptable
28-01-1992,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,7.98,Acceptable
04-09-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Noveno,4,7.98,Acceptable
03-12-1983,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,7.98,Acceptable
31-01-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,7.99,Acceptable
12-07-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8,Good
14-02-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8,Good
04-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8,Good
04-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8,Good
28-04-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8,Good
17-04-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,8,Good
02-04-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8,Good
29-07-1988,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8,Good
21-04-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8,Good
08-01-1988,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8,Good
06-06-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8,Good
26-03-1987,5,HOMBRE,PORTOVIEJO,INFORMATICA,Fiscal,Noveno,4,8,Good
03-07-1986,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8,Good
28-10-1985,4,HOMBRE,SARAGURO,INFORMATICA,Particular,Noveno,4,8,Good
03-09-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Noveno,4,8,Good
03-05-1980,3,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Noveno,4,8,Good
28-09-1968,1,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,5,8.07,Good
29-05-1982,4,HOMBRE,VALENCIA,INFORMATICA,Particular,Noveno,4,8.09,Good
12-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Noveno,2,8.1,Good
14-10-1990,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Noveno,4,8.1,Good
02-04-1989,5,MUJER,SARAGURO,INFORMATICA,Particular,Noveno,4,8.1,Good
15-07-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,8.2,Good
22-06-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8.2,Good
28-05-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.2,Good
28-10-1985,4,HOMBRE,SARAGURO,INFORMATICA,Particular,Noveno,4,8.2,Good
21-10-1982,4,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Noveno,4,8.2,Good
27-04-1976,3,MUJER,BOLÍVAR,INFORMATICA,Particular,Noveno,4,8.2,Good
12-07-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,5,8.2,Good
23-11-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.21,Good
18-08-1975,2,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,3,8.22,Good
18-05-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.22,Good
23-10-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Noveno,4,8.22,Good
02-10-1982,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,2,8.23,Good
23-10-1990,5,MUJER,CHONE,INFORMATICA,Fiscal,Noveno,4,8.24,Good
28-01-1992,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8.25,Good
19-07-1987,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,8.25,Good
27-01-1981,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,5,8.25,Good
24-04-1991,6,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.26,Good
23-06-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.26,Good
28-04-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.26,Good
18-09-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Noveno,4,8.27,Good
24-07-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Noveno,4,8.28,Good
25-04-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8.28,Good
12-07-1990,5,MUJER,CHONE,INFORMATICA,Fiscal,Noveno,4,8.29,Good
10-03-1983,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8.29,Good
31-05-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.3,Good
07-07-1987,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.3,Good
25-12-1984,4,HOMBRE,QUEVEDO,INFORMATICA,Fiscal,Noveno,4,8.3,Good
21-12-1980,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,8.3,Good
10-03-1989,5,MUJER,CHONE,INFORMATICA,Fiscal,Noveno,4,8.31,Good
24-07-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Noveno,4,8.32,Good
12-07-1990,5,MUJER,CHONE,INFORMATICA,Fiscal,Noveno,4,8.32,Good
26-03-1987,5,HOMBRE,PORTOVIEJO,INFORMATICA,Particular,Noveno,4,8.32,Good
21-12-1980,3,HOMBRE,CHONE,INFORMATICA,Particular,Noveno,4,8.32,Good
19-03-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8.32,Good
14-10-1990,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Noveno,4,8.33,Good
10-07-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8.42,Good
02-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.45,Good
22-04-1984,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Noveno,4,8.45,Good
28-06-1986,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Noveno,4,8.46,Good
19-03-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8.5,Good
10-07-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Noveno,4,8.5,Good
15-10-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,5,8.5,Good
05-06-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Noveno,2,8.53,Good
