BirthDate,Birdcode,Gender,City,HighSchool,Type,Level,Credits,GlobalGrade,Class
15-03-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.09,Acceptable
05-05-1987,5,MUJER,SARAGURO,INFORMATICA,Particular,Octavo,3,7.11,Acceptable
31-07-1994,6,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.11,Acceptable
22-06-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.11,Acceptable
10-03-1989,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.12,Acceptable
30-10-1988,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.12,Acceptable
05-06-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.13,Acceptable
19-07-1987,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.15,Acceptable
06-08-1986,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.15,Acceptable
10-03-1989,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,7.16,Acceptable
23-11-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.16,Acceptable
07-07-1987,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.17,Acceptable
15-07-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.18,Acceptable
28-11-1985,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.18,Acceptable
17-09-1970,2,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.19,Acceptable
03-12-1983,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.2,Acceptable
25-04-1988,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.2,Acceptable
08-03-1989,5,MUJER,SARAGURO,INFORMATICA,Particular,Octavo,4,7.21,Acceptable
11-01-1988,5,HOMBRE,PORTOVIEJO,INFORMATICA,Fiscal,Octavo,2,7.22,Acceptable
27-02-1987,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Octavo,4,7.24,Acceptable
21-12-1980,3,HOMBRE,CHONE,INFORMATICA,Particular,Octavo,4,7.24,Acceptable
11-11-1991,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.25,Acceptable
31-05-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.25,Acceptable
15-02-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.25,Acceptable
28-12-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Octavo,4,7.25,Acceptable
04-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.25,Acceptable
12-02-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.26,Acceptable
08-01-1988,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.26,Acceptable
18-09-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,7.27,Acceptable
07-07-1987,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.27,Acceptable
28-05-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.28,Acceptable
14-10-1990,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Octavo,3,7.3,Acceptable
06-02-1992,6,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Octavo,4,7.33,Acceptable
02-10-1982,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.33,Acceptable
19-07-1987,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.34,Acceptable
03-12-1983,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.34,Acceptable
31-05-1990,5,HOMBRE,CHONE,INFORMATICA,Particular,Octavo,3,7.35,Acceptable
02-01-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,7.36,Acceptable
22-06-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.36,Acceptable
18-11-1991,6,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.37,Acceptable
03-10-1985,4,HOMBRE,SARAGURO,INFORMATICA,Particular,Octavo,3,7.39,Acceptable
14-11-1990,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.39,Acceptable
03-12-1983,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.4,Acceptable
20-02-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.41,Acceptable
06-06-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.41,Acceptable
09-07-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.45,Acceptable
15-02-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.48,Acceptable
09-07-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.55,Acceptable
03-12-1983,4,HOMBRE,CHONE,INFORMATICA,Particular,Octavo,4,7.55,Acceptable
23-11-1982,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.68,Acceptable
23-11-1982,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,7.69,Acceptable
18-12-1988,5,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Octavo,4,7.7,Acceptable
25-04-1988,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.7,Acceptable
23-10-1990,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,7.8,Acceptable
24-06-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,3,7.87,Acceptable
13-08-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.89,Acceptable
18-08-1975,2,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.9,Acceptable
13-08-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.92,Acceptable
18-05-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,7.94,Acceptable
02-05-1990,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,7.95,Acceptable
24-11-1987,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.95,Acceptable
31-05-1982,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,7.95,Acceptable
03-09-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,8,Good
02-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,8,Good
08-11-1979,3,HOMBRE,JUNÍN,INFORMATICA,Fiscal,Octavo,4,8.03,Good
15-10-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,8.04,Good
06-08-1986,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.05,Good
22-04-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,8.06,Good
02-01-1991,6,MUJER,CHONE,INFORMATICA,Particular,Octavo,3,8.07,Good
17-08-1985,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.08,Good
15-02-1989,5,MUJER,JUNÍN,INFORMATICA,Fiscal,Octavo,4,8.09,Good
14-11-1990,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.1,Good
14-09-1982,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,8.1,Good
15-02-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,8.2,Good
02-02-1991,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,2,8.25,Good
03-12-1983,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.26,Good
12-07-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,8.28,Good
05-06-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,2,8.28,Good
21-12-1980,3,HOMBRE,CHONE,INFORMATICA,Particular,Octavo,4,8.3,Good
01-01-1980,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.3,Good
18-12-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,8.31,Good
28-11-1985,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.32,Good
19-07-1987,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.37,Good
01-01-1980,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.4,Good
21-12-1980,3,HOMBRE,CHONE,INFORMATICA,Particular,Octavo,4,8.5,Good
01-01-1980,3,HOMBRE,CHONE,INFORMATICA,Particular,Octavo,4,8.78,Good
07-02-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,8.79,Good
17-01-1989,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Octavo,4,8.79,Good
12-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,8.8,Good
24-11-1987,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,2,8.8,Good
25-08-1986,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,8.8,Good
16-04-1979,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,2,8.8,Good
02-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,8.91,Good
02-05-1990,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,8.94,Good
28-10-1985,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,2,8.95,Good
30-07-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,8.95,Good
17-04-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,8.95,Good
05-07-1985,4,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,8.96,Good
28-05-1985,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,8.96,Good
14-10-1990,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,8.98,Good
30-07-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,8.98,Good
02-05-1990,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,2,9,Good
15-10-1989,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,2,9,Good
14-02-1988,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.07,Excellent
06-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.11,Excellent
02-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Octavo,4,9.11,Excellent
23-06-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Octavo,4,9.13,Excellent
02-04-1991,6,HOMBRE,CHONE,INFORMATICA,Particular,Octavo,4,9.15,Excellent
15-02-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.16,Excellent
15-02-1989,5,MUJER,JUNÍN,INFORMATICA,Particular,Octavo,4,9.16,Excellent
16-03-1990,5,MUJER,SARAGURO,INFORMATICA,Particular,Octavo,3,9.2,Excellent
02-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.21,Excellent
22-11-1989,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Octavo,3,9.23,Excellent
03-07-1986,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,9.28,Excellent
25-11-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.29,Excellent
02-10-1982,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.3,Excellent
16-04-1990,5,HOMBRE,MANTA,INFORMATICA,Fiscal,Octavo,4,9.3,Excellent
10-03-1989,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,9.3,Excellent
02-01-1991,6,MUJER,CHONE,INFORMATICA,Particular,Octavo,3,9.31,Excellent
16-04-1990,5,HOMBRE,MANTA,INFORMATICA,Fiscal,Octavo,4,9.33,Excellent
12-10-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.36,Excellent
15-02-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.36,Excellent
02-04-1991,6,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,2,9.37,Excellent
07-02-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.38,Excellent
25-08-1986,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,9.4,Excellent
28-09-1968,1,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,4,9.42,Excellent
17-01-1987,5,HOMBRE,LA CONCORDIA,INFORMATICA,Fiscal,Octavo,4,9.44,Excellent
06-01-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,4,9.47,Excellent
25-11-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.5,Excellent
28-11-1985,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,9.5,Excellent
11-11-1991,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Octavo,3,9.55,Excellent
14-02-1988,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.64,Excellent
14-09-1982,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,9.79,Excellent
18-05-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
12-07-1987,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
12-07-1987,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
12-07-1987,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
20-10-1983,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
20-10-1983,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
14-09-1982,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
16-05-1986,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
23-11-1982,4,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,9.8,Excellent
15-03-1981,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.81,Excellent
20-01-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.82,Excellent
22-04-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.82,Excellent
17-01-1987,5,HOMBRE,LA CONCORDIA,INFORMATICA,Fiscal,Octavo,4,9.87,Excellent
21-12-1980,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,4,9.9,Excellent
20-09-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,9.98,Excellent
06-07-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,2,10,Excellent
01-01-1980,3,HOMBRE,CHONE,INFORMATICA,Fiscal,Octavo,2,10,Excellent
06-01-1987,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Octavo,3,10,Excellent
20-01-1984,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,10,Excellent
26-03-1987,5,HOMBRE,PORTOVIEJO,INFORMATICA,Fiscal,Octavo,4,10,Excellent
15-03-1981,4,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,10,Excellent
23-06-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Octavo,4,10,Excellent
10-03-1989,5,MUJER,CHONE,INFORMATICA,Fiscal,Octavo,4,10,Excellent
20-10-1983,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,10,Excellent
14-09-1982,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,10,Excellent
14-09-1982,4,MUJER,QUEVEDO,INFORMATICA,Fiscal,Octavo,4,10,Excellent
15-03-1990,5,HOMBRE,SARAGURO,SECRETARIADO,Fiscal,Octavo,4,8.97,Good
15-02-1989,5,MUJER,JUNÍN,SECRETARIADO,Fiscal,Octavo,4,9,Good
29-07-1988,5,MUJER,BOLÍVAR,SECRETARIADO,Fiscal,Octavo,4,9,Good
07-07-1987,5,HOMBRE,BOLÍVAR,SECRETARIADO,Fiscal,Octavo,4,9,Good
28-10-1989,5,MUJER,SARAGURO,TECNICO,Fiscal,Octavo,4,7.4,Acceptable
28-10-1989,5,MUJER,SARAGURO,TECNICO,Fiscal,Octavo,4,8,Good
29-05-1982,4,HOMBRE,VALENCIA,TECNICO,Fiscal,Octavo,4,8.1,Good
16-05-1986,5,MUJER,BOLÍVAR,TECNICO,Fiscal,Octavo,4,8.12,Good
20-09-1988,5,HOMBRE,BOLÍVAR,TECNICO,Fiscal,Octavo,4,8.13,Good
21-10-1982,4,HOMBRE,BOLÍVAR,TECNICO,Fiscal,Octavo,4,8.18,Good
24-07-1991,6,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Quinto,4,7.03,Acceptable
06-01-1987,5,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscomisional,Quinto,4,7.38,Acceptable
27-01-1981,4,HOMBRE,SARAGURO,ADMINISTRACION Y AFINES,Fiscomisional,Quinto,3,7.7,Acceptable
24-07-1991,6,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Quinto,3,7.91,Acceptable
16-05-1986,5,MUJER,BOLÍVAR,ADMINISTRACION Y AFINES,Fiscal,Quinto,4,9.5,Excellent
20-02-1989,5,HOMBRE,CHONE,AGROPECUARIA,Fiscal,Quinto,2,7.23,Acceptable
09-03-1988,5,HOMBRE,BOLÍVAR,CIENCIAS,Particular,Quinto,4,7,Acceptable
06-07-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Quinto,4,7,Acceptable
28-11-1985,4,HOMBRE,CHONE,CIENCIAS,Fiscal,Quinto,4,7,Acceptable
01-06-1983,4,HOMBRE,PORTOVIEJO,CIENCIAS,Fiscal,Quinto,4,7,Acceptable
02-04-1991,6,HOMBRE,CHONE,CIENCIAS,Fiscal,Quinto,2,7.09,Acceptable
18-12-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Quinto,4,7.1,Acceptable
12-07-1990,5,MUJER,CHONE,CIENCIAS,Fiscal,Quinto,2,7.23,Acceptable
23-10-1990,5,MUJER,CHONE,CIENCIAS,Fiscal,Quinto,2,7.24,Acceptable
11-01-1988,5,HOMBRE,PORTOVIEJO,CIENCIAS,Fiscal,Quinto,2,7.3,Acceptable
02-05-1990,5,MUJER,CHONE,CIENCIAS,Fiscal,Quinto,2,7.4,Acceptable
27-01-1981,4,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Quinto,3,7.7,Acceptable
13-10-1990,5,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Quinto,3,8.1,Good
27-01-1981,4,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Quinto,3,8.23,Good
18-09-1991,6,MUJER,CHONE,CIENCIAS,Fiscomisional,Quinto,3,8.28,Good
10-12-1990,5,HOMBRE,SARAGURO,CIENCIAS,Fiscomisional,Quinto,3,8.52,Good
27-01-1981,4,HOMBRE,SARAGURO,CIENCIAS,Fiscal,Quinto,3,8.55,Good
23-09-1979,3,MUJER,SARAGURO,CIENCIAS,Particular,Quinto,3,8.55,Good
18-05-1989,5,HOMBRE,BOLÍVAR,CIENCIAS,Particular,Quinto,3,8.57,Good
28-09-1968,1,MUJER,SARAGURO,CIENCIAS,Fiscomisional,Quinto,3,8.7,Good
27-02-1987,5,MUJER,BOLÍVAR,CIENCIAS,Fiscal,Quinto,3,8.85,Good
15-03-1990,5,HOMBRE,SARAGURO,INFORMATICA,Particular,Quinto,4,7,Acceptable
15-02-1989,5,MUJER,JUNÍN,INFORMATICA,Fiscal,Quinto,4,7,Acceptable
18-05-1989,5,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Quinto,2,7.01,Acceptable
06-02-1992,6,HOMBRE,TOSAGUA,INFORMATICA,Fiscal,Quinto,4,7.01,Acceptable
03-09-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Particular,Quinto,2,7.02,Acceptable
03-09-1985,4,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,2,7.04,Acceptable
17-01-1989,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,4,7.16,Acceptable
05-06-1990,5,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,2,7.24,Acceptable
19-04-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Quinto,2,7.25,Acceptable
24-02-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Quinto,2,7.31,Acceptable
18-12-1987,5,MUJER,BOLÍVAR,INFORMATICA,Fiscal,Quinto,4,7.33,Acceptable
02-07-1987,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,2,7.4,Acceptable
28-01-1992,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,2,7.42,Acceptable
21-04-1988,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,7.9,Acceptable
31-01-1990,5,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,7.92,Acceptable
28-05-1989,5,MUJER,BOLÍVAR,INFORMATICA,Particular,Quinto,3,7.98,Acceptable
28-10-1989,5,MUJER,SARAGURO,INFORMATICA,Particular,Quinto,3,8,Good
15-07-1989,5,HOMBRE,CHONE,INFORMATICA,Fiscal,Quinto,3,8.04,Good
24-04-1991,6,HOMBRE,BOLÍVAR,INFORMATICA,Fiscal,Quinto,3,8.05,Good
24-02-1990,5,HOMBRE,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.05,Good
28-01-1992,6,MUJER,SARAGURO,INFORMATICA,Fiscal,Quinto,3,8.12,Good
24-07-1991,6,MUJER,CHONE,INFORMATICA,Fiscal,Quinto,3,8.12,Good
